imdb_id,release_date,roi,vote_average,genres,title
tt6791350,2023,2.381721208,8,"Science Fiction, Adventure, Action",Guardians of the Galaxy Vol. 3
tt3704428,2022,2.3961209882352943,8,"Drama, Music, History",Elvis
tt8332922,2021,3.875409836065574,8,"Science Fiction, Thriller, Horror",A Quiet Place Part II
tt7740496,2021,-0.3395134166666667,7,"Thriller, Crime, Drama",Nightmare Alley
tt9243804,2021,0.25922786666666664,7,"Adventure, Drama, Fantasy",The Green Knight
tt1798632,2022,0.25327083333333333,6,"Science Fiction, Thriller, Horror",Firestarter
